x,y
15599.0,9099.0
15601.0,9099.0
15601.0,9100.0
15599.0,9100.0
15599.0,9099.0
15601.0,9098.0
15603.0,9098.0
15603.0,9099.0
15601.0,9099.0
15601.0,9098.0
15616.0,9091.0
15619.0,9091.0
15619.0,9093.0
15616.0,9093.0
15616.0,9091.0
15642.0,9068.0
15644.0,9068.0
15644.0,9067.0
15647.0,9067.0
15647.0,9068.0
15646.0,9068.0
15646.0,9069.0
15645.0,9069.0
15645.0,9070.0
15642.0,9070.0
15642.0,9068.0
15648.0,9066.0
15649.0,9066.0
15649.0,9067.0
15648.0,9067.0
15648.0,9066.0
15697.0,9035.0
15699.0,9035.0
15699.0,9036.0
15697.0,9036.0
15697.0,9035.0
15704.0,9033.0
15705.0,9033.0
15705.0,9032.0
15710.0,9032.0
15710.0,9033.0
15709.0,9033.0
15709.0,9034.0
15704.0,9034.0
15704.0,9033.0
15714.0,9030.0
15715.0,9030.0
15715.0,9029.0
15718.0,9029.0
15718.0,9030.0
15717.0,9030.0
15717.0,9031.0
15714.0,9031.0
15714.0,9030.0
15758.0,9052.0
15759.0,9052.0
15759.0,9050.0
15760.0,9050.0
15760.0,9049.0
15761.0,9049.0
15761.0,9047.0
15762.0,9047.0
15762.0,9046.0
15763.0,9046.0
15763.0,9045.0
15765.0,9045.0
15765.0,9044.0
15766.0,9044.0
15766.0,9042.0
15767.0,9042.0
15767.0,9041.0
15768.0,9041.0
15768.0,9040.0
15769.0,9040.0
15769.0,9038.0
15770.0,9038.0
15770.0,9037.0
15771.0,9037.0
15771.0,9036.0
15772.0,9036.0
15772.0,9035.0
15774.0,9035.0
15774.0,9034.0
15775.0,9034.0
15775.0,9033.0
15777.0,9033.0
15777.0,9032.0
15778.0,9032.0
15778.0,9031.0
15780.0,9031.0
15780.0,9030.0
15783.0,9030.0
15783.0,9029.0
15785.0,9029.0
15785.0,9028.0
15787.0,9028.0
15787.0,9027.0
15789.0,9027.0
15789.0,9026.0
15790.0,9026.0
15790.0,9025.0
15792.0,9025.0
15792.0,9024.0
15794.0,9024.0
15794.0,9023.0
15795.0,9023.0
15795.0,9022.0
15797.0,9022.0
15797.0,9021.0
15801.0,9021.0
15801.0,9022.0
15800.0,9022.0
15800.0,9023.0
15799.0,9023.0
15799.0,9024.0
15798.0,9024.0
15798.0,9025.0
15797.0,9025.0
15797.0,9026.0
15796.0,9026.0
15796.0,9027.0
15795.0,9027.0
15795.0,9029.0
15794.0,9029.0
15794.0,9030.0
15792.0,9030.0
15792.0,9031.0
15790.0,9031.0
15790.0,9032.0
15786.0,9032.0
15786.0,9033.0
15784.0,9033.0
15784.0,9035.0
15783.0,9035.0
15783.0,9036.0
15781.0,9036.0
15781.0,9037.0
15780.0,9037.0
15780.0,9038.0
15778.0,9038.0
15778.0,9039.0
15777.0,9039.0
15777.0,9040.0
15776.0,9040.0
15776.0,9041.0
15775.0,9041.0
15775.0,9042.0
15774.0,9042.0
15774.0,9043.0
15773.0,9043.0
15773.0,9044.0
15772.0,9044.0
15772.0,9047.0
15768.0,9047.0
15768.0,9048.0
15766.0,9048.0
15766.0,9049.0
15765.0,9049.0
15765.0,9050.0
15763.0,9050.0
15763.0,9051.0
15761.0,9051.0
15761.0,9052.0
15760.0,9052.0
15760.0,9053.0
15758.0,9053.0
15758.0,9052.0
15786.0,9045.0
15788.0,9045.0
15788.0,9044.0
15791.0,9044.0
15791.0,9043.0
15793.0,9043.0
15793.0,9042.0
15794.0,9042.0
15794.0,9041.0
15797.0,9041.0
15797.0,9042.0
15798.0,9042.0
15798.0,9046.0
15796.0,9046.0
15796.0,9047.0
15794.0,9047.0
15794.0,9048.0
15787.0,9048.0
15787.0,9047.0
15786.0,9047.0
15786.0,9045.0
15806.0,9033.0
15808.0,9033.0
15808.0,9036.0
15806.0,9036.0
15806.0,9033.0
15813.0,9016.0
15814.0,9016.0
15814.0,9015.0
15816.0,9015.0
15816.0,9014.0
15818.0,9014.0
15818.0,9013.0
15822.0,9013.0
15822.0,9012.0
15824.0,9012.0
15824.0,9011.0
15826.0,9011.0
15826.0,9013.0
15827.0,9013.0
15827.0,9014.0
15828.0,9014.0
15828.0,9015.0
15829.0,9015.0
15829.0,9016.0
15830.0,9016.0
15830.0,9018.0
15828.0,9018.0
15828.0,9017.0
15827.0,9017.0
15827.0,9016.0
15826.0,9016.0
15826.0,9015.0
15821.0,9015.0
15821.0,9016.0
15820.0,9016.0
15820.0,9017.0
15818.0,9017.0
15818.0,9018.0
15813.0,9018.0
15813.0,9016.0
15832.0,8993.0
15834.0,8993.0
15834.0,8992.0
15838.0,8992.0
15838.0,8991.0
15840.0,8991.0
15840.0,8990.0
15842.0,8990.0
15842.0,8989.0
15843.0,8989.0
15843.0,8988.0
15844.0,8988.0
15844.0,8987.0
15846.0,8987.0
15846.0,8988.0
15854.0,8988.0
15854.0,8990.0
15852.0,8990.0
15852.0,8991.0
15850.0,8991.0
15850.0,8992.0
15846.0,8992.0
15846.0,8993.0
15841.0,8993.0
15841.0,8994.0
15839.0,8994.0
15839.0,8995.0
15837.0,8995.0
15837.0,8996.0
15836.0,8996.0
15836.0,8995.0
15834.0,8995.0
15834.0,8994.0
15832.0,8994.0
15832.0,8993.0
15855.0,8974.0
15856.0,8974.0
15856.0,8972.0
15859.0,8972.0
15859.0,8971.0
15862.0,8971.0
15862.0,8970.0
15865.0,8970.0
15865.0,8971.0
15866.0,8971.0
15866.0,8974.0
15864.0,8974.0
15864.0,8975.0
15863.0,8975.0
15863.0,8976.0
15862.0,8976.0
15862.0,8977.0
15857.0,8977.0
15857.0,8976.0
15856.0,8976.0
15856.0,8975.0
15855.0,8975.0
15855.0,8974.0
15864.0,9015.0
15868.0,9015.0
15868.0,9016.0
15872.0,9016.0
15872.0,9015.0
15879.0,9015.0
15879.0,9014.0
15882.0,9014.0
15882.0,9013.0
15884.0,9013.0
15884.0,9012.0
15890.0,9012.0
15890.0,9013.0
15891.0,9013.0
15891.0,9017.0
15889.0,9017.0
15889.0,9018.0
15888.0,9018.0
15888.0,9019.0
15887.0,9019.0
15887.0,9020.0
15885.0,9020.0
15885.0,9021.0
15884.0,9021.0
15884.0,9022.0
15883.0,9022.0
15883.0,9023.0
15879.0,9023.0
15879.0,9022.0
15876.0,9022.0
15876.0,9021.0
15872.0,9021.0
15872.0,9020.0
15869.0,9020.0
15869.0,9021.0
15865.0,9021.0
15865.0,9020.0
15864.0,9020.0
15864.0,9015.0
15865.0,8957.0
15866.0,8957.0
15866.0,8956.0
15869.0,8956.0
15869.0,8958.0
15865.0,8958.0
15865.0,8957.0
15890.0,8983.0
15896.0,8983.0
15896.0,8985.0
15895.0,8985.0
15895.0,8986.0
15891.0,8986.0
15891.0,8985.0
15890.0,8985.0
15890.0,8983.0
15900.0,9011.0
15902.0,9011.0
15902.0,9012.0
15900.0,9012.0
15900.0,9011.0
15902.0,8982.0
15903.0,8982.0
15903.0,8981.0
15906.0,8981.0
15906.0,8982.0
15907.0,8982.0
15907.0,8983.0
15908.0,8983.0
15908.0,8984.0
15909.0,8984.0
15909.0,8985.0
15911.0,8985.0
15911.0,8989.0
15908.0,8989.0
15908.0,8988.0
15905.0,8988.0
15905.0,8987.0
15903.0,8987.0
15903.0,8986.0
15902.0,8986.0
15902.0,8982.0
15904.0,9010.0
15907.0,9010.0
15907.0,9011.0
15904.0,9011.0
15904.0,9010.0
15911.0,8982.0
15912.0,8982.0
15912.0,8983.0
15911.0,8983.0
15911.0,8982.0
15924.0,9003.0
15927.0,9003.0
15927.0,9004.0
15924.0,9004.0
15924.0,9003.0
15949.0,9014.0
15950.0,9014.0
15950.0,9015.0
15949.0,9015.0
15949.0,9014.0
15955.0,8990.0
15956.0,8990.0
15956.0,8989.0
15957.0,8989.0
15957.0,8991.0
15955.0,8991.0
15955.0,8990.0
15969.0,8946.0
15974.0,8946.0
15974.0,8947.0
15969.0,8947.0
15969.0,8946.0
